,Abe Fortas,Anthony M. Kennedy,Antonin Scalia,Arthur J. Goldberg,Brett M. Kavanaugh,Byron R. White,Charles E. Whittaker,Clarence Thomas,David H. Souter,Earl Warren,Elena Kagan,Felix Frankfurter,Harold Burton,Harry A. Blackmun,Hugo L. Black,John M. Harlan II,John Paul Stevens,Neil Gorsuch,Potter Stewart,Ruth Bader Ginsburg,Sandra Day O'Connor,Sherman Minton,Sonia Sotomayor,Stanley Reed,Stephen G. Breyer,Thurgood Marshall,Tom C. Clark,Warren E. Burger,William H. Rehnquist,William O. Douglas
1969-03-24,104,0,0,0,0,1102,0,0,0,265,0,0,0,0,40,0,0,0,667,0,0,0,0,0,0,106,0,0,0,36
1969-03-25,1445,0,0,0,0,2233,0,0,0,299,0,0,0,0,83,0,0,0,559,0,0,0,0,0,0,274,0,0,0,0
1969-03-26,1435,0,0,0,0,2057,0,0,0,4340,0,0,0,0,334,0,0,0,997,0,0,0,0,0,0,564,0,0,0,0
1969-03-27,70,0,0,0,0,3426,0,0,0,125,0,0,0,0,231,0,0,0,285,0,0,0,0,0,0,526,0,0,0,112
1969-04-01,4146,0,0,0,0,3127,0,0,0,106,0,0,0,0,76,0,0,0,1624,0,0,0,0,0,0,471,0,0,0,0
1969-04-02,1763,0,0,0,0,4465,0,0,0,73,0,0,0,0,293,0,0,0,1769,0,0,0,0,0,0,1264,0,0,0,0
1969-04-03,0,0,0,0,0,8341,0,0,0,2437,0,0,0,0,2736,0,0,0,3314,0,0,0,0,0,0,169,0,0,0,0
1969-04-21,2779,0,0,0,0,3221,0,0,0,621,0,0,0,0,425,0,0,0,5820,0,0,0,0,0,0,639,0,0,0,258
1969-04-22,5818,0,0,0,0,995,0,0,0,95,0,0,0,0,4196,0,0,0,711,0,0,0,0,0,0,1351,0,0,0,27
1969-04-23,2777,0,0,0,0,2413,0,0,0,93,0,0,0,0,68,0,0,0,733,0,0,0,0,0,0,433,0,0,0,0
1969-04-24,1890,0,0,0,0,1261,0,0,0,112,0,0,0,0,566,0,0,0,1274,0,0,0,0,0,0,1184,0,0,0,1686
1969-04-28,2103,0,0,0,0,4722,0,0,0,12552,0,0,0,0,657,0,0,0,606,0,0,0,0,0,0,3558,0,0,0,0
1969-04-29,0,0,0,0,0,0,0,0,0,373,0,0,0,0,388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2035
1969-11-10,0,0,0,0,0,2004,0,0,0,0,0,0,0,0,1125,0,0,0,4672,0,0,0,0,0,0,1587,0,1980,0,0
1969-11-12,0,0,0,0,0,871,0,0,0,0,0,0,0,0,2316,144,0,0,2856,0,0,0,0,0,0,1338,0,4090,0,156
1969-11-13,0,0,0,0,0,1058,0,0,0,0,0,0,0,0,1354,147,0,0,2433,0,0,0,0,0,0,2108,0,1475,0,0
1969-11-17,0,0,0,0,0,1065,0,0,0,0,0,0,0,0,392,0,0,0,1203,0,0,0,0,0,0,566,0,514,0,32
1969-11-18,0,0,0,0,0,28,0,0,0,0,0,0,0,0,1988,0,0,0,5090,0,0,0,0,0,0,1366,0,822,0,0
1969-11-19,0,0,0,0,0,234,0,0,0,0,0,0,0,0,135,0,0,0,463,0,0,0,0,0,0,594,0,1871,0,183
1969-11-20,0,0,0,0,0,2259,0,0,0,0,0,0,0,0,2869,0,0,0,1398,0,0,0,0,0,0,1107,0,2749,0,233
1969-12-08,0,0,0,0,0,1342,0,0,0,0,0,0,0,53,3918,286,0,0,2808,0,0,0,0,0,0,2165,0,3900,0,1459
1969-12-09,0,0,0,0,0,1138,0,0,0,0,0,0,0,0,1043,2345,0,0,890,0,0,0,0,0,0,90,0,1368,0,1079
1969-12-10,0,0,0,0,0,4728,0,0,0,0,0,0,0,0,5211,1379,0,0,2758,0,0,0,0,0,0,0,0,6749,0,886
1970-01-12,0,0,0,0,0,323,0,0,0,0,0,0,0,0,1848,0,0,0,2145,0,0,0,0,0,0,747,0,1349,0,153
1970-01-13,0,0,0,0,0,3425,0,0,0,0,0,0,0,0,1032,0,0,0,1484,0,0,0,0,0,0,286,0,729,0,798
1970-01-14,0,0,0,0,0,236,0,0,0,0,0,0,0,0,1647,0,0,0,1610,0,0,0,0,0,0,737,0,2685,0,599
1970-01-15,0,0,0,0,0,810,0,0,0,0,0,0,0,0,453,0,0,0,433,0,0,0,0,0,0,1635,0,2240,0,85
1970-01-19,0,0,0,0,0,683,0,0,0,0,0,0,0,0,177,0,0,0,613,0,0,0,0,0,0,524,0,2549,0,243
1970-01-20,0,0,0,0,0,47,0,0,0,0,0,0,0,0,1163,124,0,0,712,0,0,0,0,0,0,67,0,860,0,1068
1970-01-21,0,0,0,0,0,1198,0,0,0,0,0,0,0,0,1396,322,0,0,2736,0,0,0,0,0,0,1611,0,3157,0,0
1970-01-22,0,0,0,0,0,3776,0,0,0,0,0,0,0,0,1553,0,166,0,2626,0,0,0,0,0,0,1274,0,3335,0,979
1970-02-24,0,0,0,0,0,4338,0,0,0,0,0,0,0,0,884,408,0,0,8473,0,0,0,0,0,0,4218,0,5492,0,62
1970-02-25,0,0,0,0,0,997,0,0,0,0,0,0,0,0,86,510,0,0,1039,0,0,0,0,0,0,2243,0,1549,0,52
1970-02-26,0,0,0,0,0,2284,0,0,0,0,0,0,0,0,317,0,0,0,193,0,0,0,0,0,0,2105,0,876,0,0
1970-03-02,0,0,0,0,0,870,0,0,0,0,0,0,0,0,285,38,0,0,1241,0,0,0,0,0,0,298,0,1970,0,126
1970-03-03,0,0,0,0,0,1334,0,0,0,0,0,0,0,0,222,731,0,0,4768,0,0,0,0,0,0,420,0,3369,0,571
1970-03-04,0,0,0,0,0,557,0,0,0,0,0,0,0,39,2934,0,0,0,3658,0,0,0,0,0,0,1884,0,3149,0,45
1970-03-05,0,0,0,0,0,791,0,0,0,0,0,0,0,0,218,237,0,0,700,0,0,0,0,0,0,698,0,1499,0,0
1970-03-30,0,0,0,0,0,4844,0,0,0,0,0,0,0,0,1627,0,0,0,8117,0,0,0,0,0,0,3089,0,5071,233,0
1970-03-31,0,0,0,0,0,1077,0,0,0,0,0,0,0,0,1653,824,0,0,8529,0,0,0,0,0,0,929,0,3508,0,0
1970-04-20,0,0,0,0,0,2394,0,0,0,0,0,0,0,85,654,0,0,0,2900,0,0,0,0,0,0,1392,0,1313,0,256
1970-04-21,0,0,0,0,0,5313,0,0,0,0,0,0,0,728,1769,0,0,0,2395,0,0,0,0,0,0,6954,0,2613,0,39
1970-04-22,0,0,0,0,0,3198,0,0,0,0,0,0,0,291,523,92,0,0,1882,0,0,0,0,0,0,4267,0,2981,0,176
1970-04-27,0,0,0,0,0,2308,0,0,0,0,0,0,0,0,1592,1264,0,0,2047,0,0,0,0,0,0,998,0,2819,0,620
1970-04-28,0,0,0,0,0,3456,0,0,0,0,0,0,0,0,954,1869,0,0,1447,0,0,0,0,0,0,1059,0,1346,0,793
1970-04-30,0,0,0,0,0,458,0,0,0,0,0,0,0,0,412,0,0,0,3183,0,0,0,0,0,0,461,0,1148,446,983
1970-11-09,0,0,0,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,491,0,0,0,0,0,0,1060,0,2057,436,0
1970-11-10,0,0,0,0,0,2896,0,0,0,0,0,0,0,384,1519,0,0,0,301,0,0,0,0,0,0,1229,0,408,0,0
1970-11-12,0,0,0,0,0,2809,0,0,0,0,0,0,0,386,109,0,0,0,1369,0,0,0,0,0,0,123,0,2059,0,326
1970-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,755,0,1711,0,0
1970-11-18,0,0,0,0,0,1119,0,0,0,0,0,0,0,0,2574,0,0,0,2817,0,0,0,0,0,0,350,0,1249,33,505
1970-11-19,0,0,0,0,0,3155,0,0,0,0,0,0,0,808,4015,69,0,0,292,0,0,0,0,0,0,3232,0,3823,0,18
1970-12-07,0,0,0,0,0,831,0,0,0,0,0,0,0,102,29,0,0,0,166,0,0,0,0,0,0,2387,0,896,0,0
1970-12-08,0,0,0,0,0,2689,0,0,0,0,0,0,0,999,1719,0,0,0,4118,0,0,0,0,0,0,494,0,2192,0,0
1970-12-09,0,0,0,0,0,2538,0,0,0,0,0,0,0,998,3088,0,0,0,3008,0,0,0,0,0,0,1223,0,5760,0,0
1970-12-10,0,0,0,0,0,3475,0,0,0,0,0,0,0,500,647,0,0,0,1197,0,0,0,0,0,0,2486,0,2869,0,99
1970-12-14,0,0,0,0,0,1145,0,0,0,0,0,0,0,422,1517,0,0,0,1999,0,0,0,0,0,0,217,0,1892,0,0
1970-12-15,0,0,0,0,0,4183,0,0,0,0,0,0,0,157,353,0,0,0,1024,0,0,0,0,0,0,1505,0,2075,0,341
1970-12-16,0,0,0,0,0,4095,0,0,0,0,0,0,0,11,468,0,0,0,373,0,0,0,0,0,0,346,0,1767,0,0
1970-12-17,0,0,0,0,0,3677,0,0,0,0,0,0,0,599,2473,0,0,0,384,0,0,0,0,0,0,1175,0,2738,38,1653
1971-01-11,0,0,0,0,0,1064,0,0,0,0,0,0,0,370,664,0,0,0,392,0,0,0,0,0,0,831,0,1566,0,0
1971-01-12,0,0,0,0,0,4665,0,0,0,0,0,0,0,3863,2215,0,0,0,3546,0,0,0,0,0,0,229,0,2850,0,0
1971-01-13,0,0,0,0,0,3604,0,0,0,0,0,0,0,802,2086,0,0,0,2862,0,0,0,0,0,0,1485,0,4125,16188,35
1971-01-14,0,0,0,0,0,1453,0,0,0,0,0,0,0,1091,347,0,0,0,1657,0,0,0,0,0,0,2072,0,3524,0,0
1971-01-18,0,0,0,0,0,1767,0,0,0,0,0,0,0,853,834,0,0,0,1600,0,0,0,0,0,0,431,0,410,0,0
1971-01-19,0,0,0,0,0,590,0,0,0,0,0,0,0,604,2558,0,0,0,1299,0,0,0,0,0,0,1353,0,1550,0,0
1971-01-20,0,0,0,0,0,42,0,0,0,0,0,0,0,0,168,0,0,0,530,0,0,0,0,0,0,224,0,452,0,24
1971-02-22,0,0,0,0,0,3188,0,0,0,0,0,0,0,1095,207,0,0,0,240,0,0,0,0,0,0,1996,0,3703,0,0
1971-02-23,0,0,0,0,0,1862,0,0,0,0,0,0,0,759,1801,0,0,0,813,0,0,0,0,0,0,2057,0,2295,0,349
1971-02-24,0,0,0,0,0,7977,0,0,0,0,0,0,0,0,4364,0,0,0,398,0,0,0,0,0,0,1373,0,4982,0,1464
1971-03-01,0,0,0,0,0,215,0,0,0,0,0,0,0,1017,516,0,0,0,1648,0,0,0,0,0,0,2213,0,1293,0,0
1971-03-02,0,0,0,0,0,6700,0,0,0,0,0,0,0,434,208,0,0,0,368,0,0,0,0,0,0,275,0,584,0,1396
1971-03-03,0,0,0,0,0,1107,0,0,0,0,0,0,0,1295,1732,0,0,0,383,0,0,0,0,0,0,1814,0,750,229,2601
1971-03-04,0,0,0,0,0,5215,0,0,0,0,0,0,0,0,3249,0,0,0,283,0,0,0,0,0,0,0,0,3955,0,0
1971-03-22,0,0,0,0,0,927,0,0,0,0,0,0,0,0,862,0,0,0,110,0,0,0,0,0,0,581,0,701,0,560
1971-03-23,0,0,0,0,0,957,0,0,0,0,0,0,0,1678,2177,0,0,0,1359,0,0,0,0,0,0,958,0,652,0,387
1971-03-24,0,0,0,0,0,2484,0,0,0,0,0,0,0,0,661,0,0,0,394,0,0,0,0,0,0,1715,0,3725,0,0
1971-04-19,0,0,0,0,0,958,0,0,0,0,0,0,0,703,16,0,0,0,2984,0,0,0,0,0,0,1009,0,2984,0,507
1971-04-20,0,0,0,0,0,6690,0,0,0,0,0,0,0,158,1090,0,0,0,2672,0,0,0,0,0,0,1693,0,353,0,498
1971-04-21,0,0,0,0,0,1523,0,0,0,0,0,0,0,279,2966,0,0,0,3787,0,0,0,0,0,0,1080,0,3388,0,1165
1971-04-26,0,0,0,0,0,1974,0,0,0,0,0,0,0,386,1167,0,0,0,733,0,0,0,0,0,0,842,0,2268,0,0
1971-06-26,0,0,0,0,0,3584,0,0,0,0,0,0,0,1339,1198,0,0,0,9192,0,0,0,0,0,0,1108,0,7038,0,0
1971-11-08,0,0,0,0,0,66,0,0,0,0,0,0,0,349,0,0,0,0,780,0,0,0,0,0,0,2527,0,1668,0,122
1971-11-09,0,0,0,0,0,1394,0,0,0,0,0,0,0,0,0,0,0,0,2906,0,0,0,0,0,0,1096,0,1519,0,0
1971-11-10,0,0,0,0,0,2068,0,0,0,0,0,0,0,530,0,0,0,0,1472,0,0,0,0,0,0,919,0,1835,0,701
1971-11-11,0,0,0,0,0,2895,0,0,0,0,0,0,0,438,0,0,0,0,1266,0,0,0,0,0,0,755,0,2892,0,94
1971-11-15,0,0,0,0,0,2101,0,0,0,0,0,0,0,351,0,0,0,0,1723,0,0,0,0,0,0,807,0,2544,0,225
1971-11-16,0,0,0,0,0,2380,0,0,0,0,0,0,0,194,0,0,0,0,1610,0,0,0,0,0,0,196,0,3672,0,0
1971-11-17,0,0,0,0,0,456,0,0,0,0,0,0,0,1488,0,0,0,0,2208,0,0,0,0,0,0,2098,0,2041,0,562
1971-11-18,0,0,0,0,0,1494,0,0,0,0,0,0,0,175,203,0,0,0,2190,0,0,0,0,0,0,1824,0,1105,0,355
1971-12-06,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,2100,0,0,0,0,0,0,771,0,656,0,68
1971-12-07,0,0,0,0,0,269,0,0,0,0,0,0,0,318,0,0,0,0,619,0,0,0,0,0,0,1474,0,1927,0,52
1971-12-08,0,0,0,0,0,1537,0,0,0,0,0,0,0,622,0,0,0,0,1073,0,0,0,0,0,0,1362,0,2510,0,0
1971-12-13,0,0,0,0,0,343,0,0,0,0,0,0,0,223,0,0,0,0,4578,0,0,0,0,0,0,1075,0,3157,0,380
1972-01-10,0,0,0,0,0,1443,0,0,0,0,0,0,0,2299,0,0,0,0,289,0,0,0,0,0,0,0,0,2422,0,57
1972-01-11,0,0,0,0,0,3881,0,0,0,0,0,0,0,0,0,0,0,0,1247,0,0,0,0,0,0,569,0,4046,0,0
1972-01-12,0,0,0,0,0,120,0,0,0,0,0,0,0,234,0,0,0,0,4398,0,0,0,0,0,0,1361,0,1239,470,39
1972-01-13,0,0,0,0,0,999,0,0,0,0,0,0,0,593,0,0,0,0,516,0,0,0,0,0,0,953,0,3397,677,69
1972-01-17,0,0,0,0,0,1949,0,0,0,0,0,0,0,967,0,0,0,0,85,0,0,0,0,0,0,3156,0,329,1782,1068
1972-01-18,0,0,0,0,0,2833,0,0,0,0,0,0,0,717,12,0,0,0,836,0,0,0,0,0,0,600,0,361,724,124
1972-01-19,0,0,0,0,0,543,0,0,0,0,0,0,0,142,69,0,0,0,1061,0,0,0,0,0,0,778,0,1473,227,28
1972-02-22,0,0,0,0,0,519,0,0,0,0,0,0,0,576,0,0,0,0,827,0,0,0,0,0,0,1414,0,1952,729,170
1972-02-23,0,0,0,0,0,1165,0,0,0,0,0,0,0,298,0,0,0,0,194,0,0,0,0,0,0,4812,0,4094,1804,2341
1972-02-24,0,0,0,0,0,4796,0,0,0,0,0,0,0,1073,0,0,0,0,1448,0,0,0,0,0,0,3174,0,1979,2711,600
1972-02-28,0,0,0,0,0,3476,0,0,0,0,0,0,0,668,0,0,0,0,1117,0,0,0,0,0,0,1061,0,739,1375,319
1972-02-29,0,0,0,0,0,1507,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,2278,0,271,1800,252
1972-03-01,0,0,0,0,0,3725,0,0,0,0,0,0,0,340,107,0,0,0,1574,0,0,0,0,0,0,521,0,2742,416,0
1972-03-20,0,0,0,20233,0,4323,0,0,0,0,0,0,0,0,0,0,0,0,1194,0,0,0,0,0,0,1597,0,305,79,83
1972-03-21,0,0,0,0,0,4384,0,0,0,0,0,0,0,252,0,0,0,0,1165,0,0,0,0,0,0,1274,0,3424,1868,0
1972-03-22,0,0,0,0,0,976,0,0,0,0,0,0,0,1018,0,0,207,0,3674,506,0,0,0,0,0,114,0,1296,1664,79
1972-03-23,0,0,0,0,0,2384,0,0,0,0,0,0,0,97,0,0,0,0,648,0,0,0,0,0,0,1402,0,795,49,1250
1972-03-27,0,0,0,0,0,4541,0,0,0,0,0,0,0,132,0,0,0,0,803,0,0,0,0,0,0,210,0,847,107,53
1972-03-28,0,0,0,0,0,1411,0,0,0,0,0,0,0,836,0,0,0,0,450,0,0,0,0,0,0,1705,0,1308,717,0
1972-03-29,0,0,0,0,0,1260,0,0,0,0,0,0,0,0,0,0,0,0,509,0,0,0,0,0,0,1488,0,1795,675,0
1972-04-10,0,0,0,0,0,1414,0,0,0,0,0,0,0,1010,0,0,0,0,4185,0,0,0,0,0,0,2624,0,1976,1391,113
1972-04-11,0,0,0,0,0,3942,0,0,0,0,0,0,0,138,0,0,0,0,3987,0,0,0,0,0,0,0,0,4817,1252,321
1972-04-17,0,0,0,0,0,1411,0,0,0,0,0,0,0,666,0,0,0,0,742,0,0,0,0,0,0,2495,0,2969,1479,1330
1972-04-18,0,0,0,0,0,1401,0,0,0,0,0,0,0,368,91,0,0,0,2760,0,0,0,0,0,0,618,0,5221,1692,1633
1972-04-19,0,0,0,0,0,3491,0,0,0,0,0,0,0,1071,0,0,0,0,1141,0,0,0,0,0,0,214,0,2134,1700,206
1972-04-20,0,0,0,0,0,854,0,0,0,0,0,0,0,137,0,0,0,0,1486,0,0,0,0,0,0,2575,0,4095,1712,396
1972-11-06,0,0,0,0,0,106,0,0,0,0,0,0,0,225,0,0,0,0,1399,0,0,0,0,0,0,3559,0,3502,1475,486
1972-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,1994,0,0,0,0,480,0,0,0,0,0,0,399,0,3325,1662,0
1972-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,1245,0,0,0,0,673,0,0,0,0,0,0,1039,0,1796,1395,3174
1972-11-09,0,0,0,0,0,3519,0,0,0,0,0,0,0,138,6,0,0,0,1554,0,0,0,0,0,0,37,0,251,604,1011
1972-11-13,0,0,0,0,0,271,0,0,0,0,0,0,0,1033,0,0,0,0,735,0,0,0,0,0,0,723,0,672,876,1876
1972-11-14,0,0,0,0,0,893,0,0,0,0,0,0,0,356,0,0,0,0,874,0,0,0,0,0,0,1235,0,3284,1253,0
1972-11-15,0,0,0,0,0,1509,0,0,0,0,0,0,0,553,0,0,0,0,1268,0,0,0,0,0,0,519,0,892,207,300
1972-12-07,0,0,0,0,0,678,0,0,0,0,0,0,0,607,0,0,0,0,416,0,0,0,0,0,0,1510,0,1135,1346,0
1972-12-11,0,0,0,0,0,72,0,0,0,0,0,0,0,370,0,0,0,0,1042,0,0,0,0,0,0,1159,0,1129,868,0
1972-12-12,0,0,0,0,0,36,0,0,0,0,0,0,0,683,0,0,0,0,815,0,0,0,0,0,0,440,0,486,848,0
1972-12-13,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,1643,0,2202,1478,1219
1973-01-08,0,0,0,0,0,1521,0,0,0,0,0,0,0,1210,682,0,0,0,417,0,0,0,0,0,0,1710,0,3261,1077,0
1973-01-09,0,0,0,0,0,178,0,0,0,0,0,0,0,1283,0,0,0,0,944,0,0,0,0,0,0,2495,0,3812,678,404
1973-01-10,0,0,0,0,0,3232,0,0,0,0,0,0,0,420,0,0,0,0,1322,0,0,0,0,0,0,2462,0,1529,483,0
1973-01-15,0,0,0,0,0,231,0,0,0,0,0,0,0,620,0,0,0,0,2524,0,0,0,0,0,0,2777,0,980,174,425
1973-01-16,0,0,0,0,0,1999,0,0,0,0,0,0,0,1486,0,0,0,0,1087,0,0,0,0,0,0,1124,0,2455,516,0
1973-01-17,0,0,0,0,0,877,0,0,0,0,0,0,0,96,0,0,0,0,3450,7807,0,0,0,0,0,910,0,1343,461,158
1973-02-20,0,0,0,0,0,1744,0,0,0,0,0,0,0,290,0,0,0,0,1679,0,0,0,0,0,0,561,0,974,248,372
1973-02-21,0,0,0,0,0,978,0,0,0,0,0,0,0,464,0,0,0,0,826,0,0,0,0,0,0,1173,0,3733,1307,2290
1973-02-22,0,0,0,0,0,3434,0,0,0,0,0,0,0,498,0,0,0,0,1360,0,0,0,0,0,0,2247,0,8535,1105,25
1973-02-26,0,0,0,0,0,943,0,0,0,0,0,0,0,50,0,0,0,0,4036,0,0,0,0,0,0,859,0,645,564,0
1973-02-27,0,0,0,0,0,677,0,0,0,0,0,0,0,383,0,0,0,0,3259,0,0,0,0,0,0,2436,0,2789,614,51
1973-02-28,0,0,0,0,0,3630,0,0,0,0,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,831,0,2031,720,197
1973-03-19,0,0,0,0,0,1629,0,0,0,0,0,0,0,598,0,0,0,0,1078,0,0,0,0,0,0,868,0,2966,1115,1172
1973-03-20,0,0,0,0,0,1844,0,0,0,0,0,0,0,178,0,0,0,0,5566,0,0,0,0,0,0,3301,0,1637,1736,756
1973-03-21,0,0,0,0,0,370,0,0,0,0,0,0,0,193,0,0,0,0,115,0,0,0,0,0,0,109,0,1951,1109,54
1973-03-26,0,0,0,0,0,2300,0,0,0,0,0,0,0,989,0,0,0,0,2441,0,0,0,0,0,0,359,0,3609,291,176
1973-03-27,0,0,0,0,0,837,0,0,0,0,0,0,0,220,0,0,0,0,1051,0,0,0,0,0,0,2003,0,1158,947,154
1973-03-28,0,0,0,0,0,367,0,0,0,0,0,0,0,143,0,0,0,0,1382,0,0,0,0,0,0,81,0,2443,655,0
1973-04-16,0,0,0,0,0,448,0,0,0,0,0,0,0,127,0,0,0,0,523,0,0,0,0,0,0,116,0,1444,213,0
1973-04-17,0,0,0,0,0,6036,0,0,0,0,0,0,0,510,0,0,0,0,4079,0,0,0,0,0,0,2314,0,7008,4604,0
1973-04-18,0,0,0,0,0,2891,0,0,0,0,0,0,0,944,0,0,0,0,2941,0,0,0,0,0,0,1513,0,710,980,0
1973-04-23,0,0,0,0,0,1642,0,0,0,0,0,0,0,407,0,0,0,0,2035,0,0,0,0,0,0,231,0,1529,368,87
1973-04-24,0,0,0,0,0,594,0,0,0,0,0,0,0,530,0,0,0,0,3723,0,0,0,0,0,0,243,0,2675,285,330
1973-11-05,0,0,0,0,0,61,0,0,0,0,0,0,0,1491,0,0,0,0,4292,0,0,0,0,0,0,1370,0,2392,1382,203
1973-11-06,0,0,0,0,0,1556,0,0,0,0,0,0,0,139,0,0,0,0,1584,0,0,0,0,0,0,1375,0,431,1894,0
1973-11-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,2180,0,645,457,0
1973-11-12,0,0,0,0,0,1727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,913,0,601,529,0
1973-11-13,0,0,0,0,0,403,0,0,0,0,0,0,0,416,0,0,0,0,308,0,0,0,0,0,0,769,0,138,1471,0
1973-11-14,0,0,0,0,0,121,0,0,0,0,0,0,0,871,0,0,0,0,2749,0,0,0,0,0,0,180,0,3699,957,0
1973-12-03,0,0,0,0,0,187,0,0,0,0,0,0,0,151,0,0,0,0,462,0,0,0,0,0,0,344,0,1012,499,26
1973-12-04,0,0,0,0,0,3468,0,0,0,0,0,0,0,463,0,0,0,0,2747,0,0,0,0,0,0,2826,0,1580,119,0
1973-12-05,0,0,0,0,0,2304,0,0,0,0,0,0,0,534,0,0,0,0,2419,0,0,0,0,0,0,1406,0,781,228,564
1973-12-10,0,0,0,0,0,108,0,0,0,0,0,0,0,325,0,0,0,0,515,0,0,0,0,0,0,1816,0,1393,594,212
1973-12-11,0,0,0,0,0,1259,0,0,0,0,0,0,0,160,0,0,0,0,779,0,0,0,0,0,0,2676,0,1276,2910,0
1973-12-12,0,0,0,0,0,1909,0,0,0,0,0,0,0,1312,0,0,0,0,276,0,0,0,0,0,0,966,0,2418,549,16
1974-01-07,0,0,0,0,0,387,0,0,0,0,0,0,0,486,0,0,0,0,1146,0,0,0,0,0,0,2556,0,1300,376,0
1974-01-08,0,0,0,0,0,782,0,0,0,0,0,0,0,364,0,0,34,0,6183,0,0,0,0,0,0,2105,0,7944,1272,1165
1974-01-09,0,0,0,0,0,4647,0,0,0,0,0,0,0,87,0,0,0,0,275,0,0,0,0,0,0,2580,0,2260,2671,242
1974-01-14,0,0,0,0,0,534,0,0,0,0,0,0,0,67,0,0,0,0,1007,0,0,0,0,0,0,1221,0,5023,1367,786
1974-01-15,0,0,0,0,0,254,0,0,0,0,0,0,0,1753,0,0,0,0,1025,0,0,0,0,0,0,375,0,5936,771,69
1974-01-16,0,0,0,0,0,4685,0,0,0,0,0,0,0,643,0,0,0,0,357,0,0,0,0,0,0,1100,0,2491,2902,127
1974-02-19,0,0,0,0,0,73,0,0,0,0,0,0,0,193,0,0,0,0,197,0,0,0,0,0,0,1145,0,1164,733,69
1974-02-20,0,0,0,0,0,212,0,0,0,0,0,0,0,49,0,0,0,0,3256,0,0,0,0,0,0,624,0,1421,997,152
1974-02-25,0,0,0,0,0,649,0,0,0,0,0,0,0,0,0,0,0,0,738,15750,0,0,0,0,0,1309,0,4311,83,78
1974-02-26,0,0,0,0,0,1740,0,0,0,0,0,0,0,506,0,0,0,0,3238,2425,0,0,0,0,0,1986,0,1551,733,253
1974-02-27,0,0,0,0,0,947,0,0,0,0,0,0,0,1775,0,0,0,0,481,0,0,0,0,0,0,107,0,731,420,300
1974-03-18,0,0,0,0,0,0,0,0,0,0,0,0,0,520,0,0,0,0,696,0,0,0,0,0,0,1794,0,1959,869,122
1974-03-19,0,0,0,0,0,1156,0,0,0,0,0,0,0,764,0,0,0,0,143,0,0,0,0,0,0,1420,0,488,128,0
1974-03-20,0,0,0,0,0,4617,0,0,0,0,0,0,0,602,0,0,0,0,102,0,0,0,0,0,0,1244,0,1673,2523,209
1974-03-25,0,0,0,0,0,3827,0,0,0,0,0,0,0,835,0,0,0,0,8904,0,0,0,0,0,0,1690,0,4161,1272,76
1974-03-26,0,0,0,0,0,434,0,0,0,0,0,0,0,1144,0,0,0,0,2575,0,0,0,0,0,0,500,0,576,168,0
1974-04-15,0,0,0,0,0,817,0,0,0,0,0,0,0,867,0,0,0,0,2419,0,0,0,0,0,0,1001,0,855,1400,490
1974-04-16,0,0,0,0,0,870,0,0,0,0,0,0,0,267,0,0,227,0,3063,0,0,0,0,0,0,1529,0,3056,393,79
1974-04-17,0,0,0,0,0,4244,0,0,0,0,0,0,0,51,0,0,0,0,70,0,0,0,0,0,0,1755,0,1585,346,434
1974-04-22,0,0,0,0,0,597,0,0,0,0,0,0,0,84,0,0,0,0,1257,0,0,0,0,0,0,695,0,3025,1060,2010
1974-04-23,0,0,0,0,0,1937,0,0,0,0,0,0,0,284,0,0,0,0,570,0,0,0,0,0,0,1037,0,889,1246,0
1974-04-24,0,0,0,0,0,2071,0,0,0,0,0,0,0,944,0,0,0,0,969,0,0,0,0,0,0,3157,0,0,2367,173
1974-04-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,402,0,0,0,0,0,0,1534,0,115,2637,906
1974-04-29,0,0,0,0,0,862,0,0,0,0,0,0,0,1116,0,0,0,0,1020,0,0,0,0,0,0,793,0,441,442,718
1974-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,5703,0,0,0,0,13776,0,0,0,0,0,0,5625,0,7912,0,2397
1974-11-11,0,0,0,0,0,1232,0,0,0,0,0,0,0,243,63,0,0,0,325,0,0,0,0,0,0,204,0,168,1994,1614
1974-11-12,0,0,0,0,0,1517,0,0,0,0,0,0,0,300,0,0,0,0,2340,0,0,0,0,0,0,1531,0,2531,958,2771
1974-11-13,0,0,0,0,0,2620,0,0,0,0,0,0,0,502,0,0,0,0,673,0,0,0,0,0,0,2794,0,1766,1170,74
1974-11-18,0,0,0,0,0,875,0,0,0,0,0,0,0,851,0,0,0,0,426,0,0,0,0,0,0,725,0,1047,3017,564
