,Abe Fortas,Anthony M. Kennedy,Antonin Scalia,Arthur J. Goldberg,Brett M. Kavanaugh,Byron R. White,Charles E. Whittaker,Clarence Thomas,David H. Souter,Earl Warren,Elena Kagan,Felix Frankfurter,Harold Burton,Harry A. Blackmun,Hugo L. Black,John M. Harlan II,John Paul Stevens,Neil Gorsuch,Potter Stewart,Ruth Bader Ginsburg,Sandra Day O'Connor,Sherman Minton,Sonia Sotomayor,Stanley Reed,Stephen G. Breyer,Thurgood Marshall,Tom C. Clark,Warren E. Burger,William H. Rehnquist,William O. Douglas
2002-11-13,0,1286,2528,0,0,0,0,0,6773,0,0,0,0,0,0,0,1466,0,0,4056,543,0,0,0,4926,0,0,0,22,0
2002-12-02,0,4177,5760,0,0,0,0,0,5673,0,0,0,0,0,0,0,2427,0,0,2743,1996,0,0,0,3617,0,0,0,0,0
2002-12-03,0,3976,1622,0,0,0,0,0,2603,0,0,0,0,0,0,0,1357,0,0,6208,874,0,0,0,3321,0,0,0,0,0
2002-12-04,0,2488,5314,0,0,0,0,0,4469,0,0,0,0,0,0,0,2339,0,0,1265,1491,0,0,0,5927,0,0,0,292,0
2002-12-09,0,4252,3689,0,0,0,0,0,3409,0,0,0,0,0,0,0,2575,0,0,4213,1748,0,0,0,3807,0,0,0,11,0
2002-12-10,0,0,5247,0,0,0,0,0,1500,0,0,0,0,0,0,0,3069,0,0,3138,525,0,0,0,6228,0,0,0,0,0
2002-12-11,0,2446,3568,0,0,0,0,1193,1785,0,0,0,0,0,0,0,2755,0,0,2292,1667,0,0,0,4244,0,0,0,91,0
2003-01-13,0,1282,329,0,0,0,0,0,4073,0,0,0,0,0,0,0,2125,0,0,2502,417,0,0,0,2494,0,0,0,2427,0
2003-01-14,0,1663,6661,0,0,0,0,0,3996,0,0,0,0,0,0,0,1423,0,0,2516,1248,0,0,0,2959,0,0,0,1466,0
2003-01-15,0,1371,7065,0,0,0,0,0,3495,0,0,0,0,0,0,0,1513,0,0,3371,1152,0,0,0,3440,0,0,0,929,0
2003-01-21,0,2113,5414,0,0,0,0,0,2324,0,0,0,0,0,0,0,541,0,0,3646,47,0,0,0,5136,0,0,0,1801,0
2003-01-22,0,2281,5748,0,0,0,0,0,2748,0,0,0,0,0,0,0,3399,0,0,1651,2318,0,0,0,5524,0,0,0,1647,0
2003-02-24,0,343,171,0,0,0,0,0,4309,0,0,0,0,0,0,0,1848,0,0,3563,1452,0,0,0,7885,0,0,0,1528,0
2003-02-25,0,842,0,0,0,0,0,0,1807,0,0,0,0,0,0,0,59,0,0,2995,1144,0,0,0,2365,0,0,0,1567,0
2003-02-26,0,2713,0,0,0,0,0,0,4532,0,0,0,0,0,0,0,2288,0,0,4411,579,0,0,0,4618,0,0,0,1989,0
2003-03-03,0,3400,4515,0,0,0,0,0,2724,0,0,0,0,0,0,0,1646,0,0,2514,1730,0,0,0,6468,0,0,0,1413,0
2003-03-04,0,3004,7592,0,0,0,0,0,1226,0,0,0,0,0,0,0,512,0,0,3479,2363,0,0,0,4052,0,0,0,1475,0
2003-03-05,0,2927,3978,0,0,0,0,0,5819,0,0,0,0,0,0,0,1420,0,0,1905,1892,0,0,0,4127,0,0,0,1343,0
2003-03-24,0,1611,5432,0,0,0,0,0,481,0,0,0,0,0,0,0,2577,0,0,1434,1108,0,0,0,6228,0,0,0,1508,0
2003-03-25,0,225,3082,0,0,0,0,0,386,0,0,0,0,0,0,0,570,0,0,2756,512,0,0,0,2848,0,0,0,1440,0
2003-03-26,0,906,4082,0,0,0,0,0,3213,0,0,0,0,0,0,0,1130,0,0,4690,1727,0,0,0,6695,0,0,0,2027,0
2003-03-31,0,1557,465,0,0,0,0,0,2334,0,0,0,0,0,0,0,1744,0,0,2356,228,0,0,0,3766,0,0,0,321,0
2003-04-01,0,3603,6230,0,0,0,0,1106,2738,0,0,0,0,0,0,0,1888,0,0,3402,2112,0,0,0,3314,0,0,0,1602,0
2003-04-02,0,2376,5551,0,0,0,0,0,5304,0,0,0,0,0,0,0,2454,0,0,2793,2273,0,0,0,2274,0,0,0,671,0
2003-04-21,0,1691,4661,0,0,0,0,0,4552,0,0,0,0,0,0,0,468,0,0,4293,10,0,0,0,6145,0,0,0,4472,0
2003-04-22,0,2547,597,0,0,0,0,0,3779,0,0,0,0,0,0,0,1000,0,0,945,1274,0,0,0,5268,0,0,0,1007,0
2003-04-23,0,2177,2145,0,0,0,0,0,2738,0,0,0,0,0,0,0,1831,0,0,3450,1157,0,0,0,6546,0,0,0,1826,0
2003-04-28,0,1047,8202,0,0,0,0,0,4211,0,0,0,0,0,0,0,829,0,0,1640,721,0,0,0,1617,0,0,0,863,0
2003-04-29,0,3152,5171,0,0,0,0,0,3471,0,0,0,0,0,0,0,515,0,0,1811,1854,0,0,0,5790,0,0,0,563,0
2003-04-30,0,2858,5310,0,0,0,0,0,6394,0,0,0,0,0,0,0,2288,0,0,2129,282,0,0,0,5587,0,0,0,1488,0
2003-09-08,0,3337,7973,0,0,0,0,0,4299,0,0,0,0,0,0,0,4778,0,0,2204,378,0,0,0,10144,0,0,0,2968,0
2003-11-03,0,2185,1444,0,0,0,0,0,4223,0,0,0,0,0,0,0,2959,0,0,3223,2794,0,0,0,3528,0,0,0,2188,0
2003-11-04,0,1526,2421,0,0,0,0,0,2223,0,0,0,0,0,0,0,1894,0,0,3739,1237,0,0,0,2925,0,0,0,1454,0
2003-11-05,0,1723,6322,0,0,0,0,0,5499,0,0,0,0,0,0,0,2414,0,0,2702,846,0,0,0,2732,0,0,0,2088,0
2003-11-10,0,1187,378,0,0,0,0,0,2613,0,0,0,0,0,0,0,5146,0,0,1805,644,0,0,0,2475,0,0,0,1166,0
2003-11-12,0,2395,4476,0,0,0,0,0,3115,0,0,0,0,0,0,0,2474,0,0,2097,1692,0,0,0,4353,0,0,0,2371,0
2003-12-01,0,581,4158,0,0,0,0,0,1738,0,0,0,0,0,0,0,2513,0,0,2386,870,0,0,0,2387,0,0,0,2529,0
2003-12-02,0,2668,7585,0,0,0,0,0,583,0,0,0,0,0,0,0,1110,0,0,4064,337,0,0,0,8101,0,0,0,1280,0
2003-12-03,0,779,3643,0,0,0,0,0,6108,0,0,0,0,0,0,0,1900,0,0,3633,673,0,0,0,2772,0,0,0,1050,0
2003-12-08,0,3576,6399,0,0,0,0,0,3627,0,0,0,0,0,0,0,1584,0,0,2261,1725,0,0,0,2522,0,0,0,747,0
2003-12-09,0,2342,3820,0,0,0,0,0,2186,0,0,0,0,0,0,0,2842,0,0,2072,1218,0,0,0,5193,0,0,0,2439,0
2003-12-10,0,1804,3593,0,0,0,0,0,2460,0,0,0,0,0,0,0,8424,0,0,1010,819,0,0,0,6476,0,0,0,1919,0
2004-01-12,0,2607,3671,0,0,0,0,0,975,0,0,0,0,0,0,0,642,0,0,4000,207,0,0,0,4752,0,0,0,1198,0
2004-01-13,0,1381,7592,0,0,0,0,0,1663,0,0,0,0,0,0,0,2638,0,0,1811,1356,0,0,0,4428,0,0,0,2145,0
2004-01-14,0,564,5984,0,0,0,0,0,1722,0,0,0,0,0,0,0,2843,0,0,1023,1022,0,0,0,3772,0,0,0,743,0
2004-01-20,0,1045,4968,0,0,0,0,0,2250,0,0,0,0,0,0,0,1361,0,0,5943,1256,0,0,0,4411,0,0,0,1538,0
2004-01-21,0,6234,5388,0,0,0,0,0,2552,0,0,0,0,0,0,0,2832,0,0,2590,751,0,0,0,6591,0,0,0,697,0
2004-02-23,0,1832,5018,0,0,0,0,0,1837,0,0,0,0,0,0,0,2238,0,0,3909,1390,0,0,0,6037,0,0,0,1094,0
2004-02-24,0,1523,5425,0,0,0,0,0,1581,0,0,0,0,0,0,0,3535,0,0,2803,294,0,0,0,3414,0,0,0,448,0
2004-02-25,0,1759,4851,0,0,0,0,0,3905,0,0,0,0,0,0,0,1073,0,0,3312,3079,0,0,0,5152,0,0,0,1808,0
2004-03-01,0,989,5751,0,0,0,0,0,3503,0,0,0,0,0,0,0,2900,0,0,1142,284,0,0,0,4757,0,0,0,2891,0
2004-03-02,0,2138,6062,0,0,0,0,0,114,0,0,0,0,0,0,0,3400,0,0,2588,1106,0,0,0,4718,0,0,0,2099,0
2004-03-03,0,1763,5347,0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,1305,1294,0,0,0,3516,0,0,0,1521,0
2004-03-22,0,927,5961,0,0,0,0,0,6372,0,0,0,0,0,0,0,1500,0,0,2319,804,0,0,0,2598,0,0,0,791,0
2004-03-23,0,1328,6884,0,0,0,0,0,3425,0,0,0,0,0,0,0,1400,0,0,2084,688,0,0,0,6360,0,0,0,982,0
2004-03-24,0,5353,4439,0,0,0,0,0,3960,0,0,0,0,0,0,0,2210,0,0,2234,1324,0,0,0,2389,0,0,0,1842,0
2004-03-29,0,2892,7831,0,0,0,0,0,1489,0,0,0,0,0,0,0,718,0,0,2444,1698,0,0,0,5817,0,0,0,1575,0
2004-03-30,0,958,4163,0,0,0,0,0,2597,0,0,0,0,0,0,0,2936,0,0,1307,3613,0,0,0,6501,0,0,0,832,0
2004-03-31,0,2046,444,0,0,0,0,0,2655,0,0,0,0,0,0,0,3872,0,0,1395,1557,0,0,0,5507,0,0,0,940,0
2004-04-19,0,407,3828,0,0,0,0,0,1840,0,0,0,0,0,0,0,1694,0,0,3201,253,0,0,0,2603,0,0,0,1821,0
2004-04-20,0,2209,4453,0,0,0,0,0,4434,0,0,0,0,0,0,0,2825,0,0,3085,1191,0,0,0,3116,0,0,0,1651,0
2004-04-21,0,758,3021,0,0,0,0,0,612,0,0,0,0,0,0,0,691,0,0,5590,1052,0,0,0,10211,0,0,0,2614,0
2004-04-26,0,3042,2945,0,0,0,0,0,3923,0,0,0,0,0,0,0,212,0,0,3542,1938,0,0,0,1437,0,0,0,2724,0
2004-04-27,0,2700,4924,0,0,0,0,0,3109,0,0,0,0,0,0,0,2644,0,0,2447,523,0,0,0,4948,0,0,0,1901,0
2004-04-28,0,1894,3553,0,0,0,0,0,1390,0,0,0,0,0,0,0,1561,0,0,2565,592,0,0,0,4075,0,0,0,1251,0
2004-11-01,0,1419,4470,0,0,0,0,0,2148,0,0,0,0,0,0,0,382,0,0,3491,1553,0,0,0,5145,0,0,0,0,0
2004-11-02,0,2097,5434,0,0,0,0,0,4499,0,0,0,0,0,0,0,2569,0,0,4541,1875,0,0,0,1857,0,0,0,0,0
2004-11-03,0,202,3052,0,0,0,0,0,464,0,0,0,0,0,0,0,3535,0,0,3358,545,0,0,0,7071,0,0,0,0,0
2004-11-08,0,3136,151,0,0,0,0,0,5147,0,0,0,0,0,0,0,4366,0,0,2956,1515,0,0,0,9056,0,0,0,0,0
2004-11-09,0,1268,5258,0,0,0,0,0,1646,0,0,0,0,0,0,0,2277,0,0,4011,753,0,0,0,4853,0,0,0,0,0
2004-11-10,0,1531,6576,0,0,0,0,0,5878,0,0,0,0,0,0,0,2458,0,0,3511,1964,0,0,0,3450,0,0,0,0,0
2004-11-29,0,1734,3720,0,0,0,0,0,6590,0,0,0,0,0,0,0,4625,0,0,2107,258,0,0,0,3765,0,0,0,0,0
2004-11-30,0,61,3924,0,0,0,0,0,1865,0,0,0,0,0,0,0,1897,0,0,3423,691,0,0,0,3842,0,0,0,0,0
2004-12-01,0,2624,3409,0,0,0,0,0,2463,0,0,0,0,0,0,0,3243,0,0,5143,1368,0,0,0,8369,0,0,0,0,0
2004-12-06,0,2219,3715,0,0,0,0,0,5088,0,0,0,0,0,0,0,1163,0,0,2689,290,0,0,0,6534,0,0,0,0,0
2004-12-07,0,4627,4433,0,0,0,0,0,4961,0,0,0,0,0,0,0,1875,0,0,3402,757,0,0,0,2685,0,0,0,0,0
2004-12-08,0,2210,1958,0,0,0,0,21,1784,0,0,0,0,0,0,0,2053,0,0,3986,722,0,0,0,5340,0,0,0,0,0
2005-01-10,0,1557,2243,0,0,0,0,0,3749,0,0,0,0,0,0,0,1926,0,0,2166,1813,0,0,0,3511,0,0,0,0,0
2005-01-11,0,1874,4652,0,0,0,0,0,2038,0,0,0,0,0,0,0,1545,0,0,2241,559,0,0,0,2990,0,0,0,0,0
2005-01-12,0,2131,6746,0,0,0,0,0,2731,0,0,0,0,0,0,0,1635,0,0,5153,1824,0,0,0,2761,0,0,0,0,0
2005-01-18,0,3030,4466,0,0,0,0,0,4193,0,0,0,0,0,0,0,2077,0,0,3303,696,0,0,0,4318,0,0,0,0,0
2005-01-19,0,791,4848,0,0,0,0,0,2098,0,0,0,0,0,0,0,1598,0,0,2124,1108,0,0,0,4050,0,0,0,0,0
2005-02-22,0,1524,1695,0,0,0,0,0,2960,0,0,0,0,0,0,0,0,0,0,2537,675,0,0,0,5473,0,0,0,0,0
2005-02-23,0,1361,6141,0,0,0,0,0,403,0,0,0,0,0,0,0,2409,0,0,1762,956,0,0,0,4289,0,0,0,0,0
2005-02-28,0,2094,3117,0,0,0,0,0,2957,0,0,0,0,0,0,0,2946,0,0,5815,1302,0,0,0,5830,0,0,0,0,0
2005-03-01,0,1182,641,0,0,0,0,0,739,0,0,0,0,0,0,0,2220,0,0,7735,493,0,0,0,9122,0,0,0,0,0
2005-03-02,0,2599,4665,0,0,0,0,0,3995,0,0,0,0,0,0,0,4106,0,0,2300,1913,0,0,0,2515,0,0,0,0,0
2005-03-21,0,1127,3531,0,0,0,0,0,4859,0,0,0,0,0,0,0,1774,0,0,2819,1807,0,0,0,3505,0,0,0,1150,0
2005-03-22,0,4712,3313,0,0,0,0,0,3680,0,0,0,0,0,0,0,1257,0,0,3928,993,0,0,0,4862,0,0,0,1059,0
2005-03-28,0,1112,1944,0,0,0,0,0,3037,0,0,0,0,0,0,0,1117,0,0,1613,1923,0,0,0,2553,0,0,0,1358,0
2005-03-29,0,2284,3584,0,0,0,0,0,1654,0,0,0,0,0,0,0,1288,0,0,211,363,0,0,0,4549,0,0,0,522,0
2005-03-30,0,2985,3239,0,0,0,0,0,3227,0,0,0,0,0,0,0,1676,0,0,2915,2537,0,0,0,6021,0,0,0,1636,0
2005-04-18,0,3664,6993,0,0,0,0,0,3840,0,0,0,0,0,0,0,2074,0,0,3977,1058,0,0,0,1886,0,0,0,720,0
2005-04-19,0,2682,1657,0,0,0,0,0,3365,0,0,0,0,0,0,0,1847,0,0,2467,964,0,0,0,3723,0,0,0,1615,0
2005-04-20,0,632,3830,0,0,0,0,0,2539,0,0,0,0,0,0,0,130,0,0,2108,3684,0,0,0,4147,0,0,0,1203,0
2005-04-25,0,1385,6460,0,0,0,0,0,4082,0,0,0,0,0,0,0,1851,0,0,2737,1006,0,0,0,4268,0,0,0,462,0
2005-04-26,0,3169,5890,0,0,0,0,0,2270,0,0,0,0,0,0,0,3198,0,0,3101,782,0,0,0,3158,0,0,0,2019,0
2005-04-27,0,2736,4261,0,0,0,0,0,3261,0,0,0,0,0,0,0,0,0,0,974,1928,0,0,0,3688,0,0,0,557,0
2005-11-01,0,4746,3645,0,0,0,0,0,3839,0,0,0,0,0,0,0,3737,0,0,4145,845,0,0,0,5112,0,0,0,0,0
2005-11-02,0,1117,4316,0,0,0,0,0,2435,0,0,0,0,0,0,0,1123,0,0,9823,624,0,0,0,2352,0,0,0,0,0
2005-11-07,0,2486,3080,0,0,0,0,0,2564,0,0,0,0,0,0,0,1846,0,0,2822,489,0,0,0,5598,0,0,0,0,0
2005-11-08,0,1359,1360,0,0,0,0,604,580,0,0,0,0,0,0,0,2302,0,0,2917,1183,0,0,0,2681,0,0,0,0,0
2005-11-09,0,1214,3520,0,0,0,0,0,1649,0,0,0,0,0,0,0,1754,0,0,2825,970,0,0,0,4090,0,0,0,0,0
2005-11-28,0,993,816,0,0,0,0,0,1052,0,0,0,0,0,0,0,2361,0,0,4393,498,0,0,0,5810,0,0,0,0,0
2005-11-29,0,1153,1880,0,0,0,0,0,1731,0,0,0,0,0,0,0,3713,0,0,1149,833,0,0,0,5940,0,0,0,0,0
2005-11-30,0,1322,5054,0,0,0,0,0,1410,0,0,0,0,0,0,0,2345,0,0,4486,1077,0,0,0,3333,0,0,0,0,0
2005-12-05,0,1463,5542,0,0,0,0,204,1090,0,0,0,0,0,0,0,2241,0,0,2187,1419,0,0,0,8384,0,0,0,0,0
2005-12-06,0,2484,4834,0,0,0,0,0,5086,0,0,0,0,0,0,0,2931,0,0,3215,888,0,0,0,3561,0,0,0,0,0
2005-12-07,0,1919,5676,0,0,0,0,0,2215,0,0,0,0,0,0,0,2929,0,0,2316,1644,0,0,0,8100,0,0,0,0,0
2006-01-09,0,1376,3993,0,0,0,0,0,3804,0,0,0,0,0,0,0,1325,0,0,1414,1107,0,0,0,4183,0,0,0,0,0
2006-01-10,0,1614,3342,0,0,0,0,0,6613,0,0,0,0,0,0,0,815,0,0,1815,919,0,0,0,7431,0,0,0,0,0
2006-01-11,0,1196,5276,0,0,0,0,0,3742,0,0,0,0,0,0,0,660,0,0,1980,327,0,0,0,6963,0,0,0,0,0
2006-01-17,0,1671,2822,0,0,0,0,0,4780,0,0,0,0,0,0,0,1015,0,0,1293,740,0,0,0,5753,0,0,0,0,0
2006-01-18,0,996,7220,0,0,0,0,0,3166,0,0,0,0,0,0,0,4065,0,0,3460,1180,0,0,0,5310,0,0,0,0,0
2006-02-21,0,940,4786,0,0,0,0,0,5205,0,0,0,0,0,0,0,1406,0,0,730,0,0,0,0,3994,0,0,0,0,0
2006-02-22,0,1517,4893,0,0,0,0,720,5124,0,0,0,0,0,0,0,3064,0,0,3028,0,0,0,0,2444,0,0,0,0,0
2006-02-27,0,578,3297,0,0,0,0,0,1064,0,0,0,0,0,0,0,322,0,0,4564,0,0,0,0,2681,0,0,0,0,0
2006-02-28,0,2578,4777,0,0,0,0,0,4420,0,0,0,0,0,0,0,573,0,0,1433,0,0,0,0,3814,0,0,0,0,0
2006-03-01,0,575,2727,0,0,0,0,0,5552,0,0,0,0,0,0,0,876,0,0,619,0,0,0,0,5261,0,0,0,0,0
2006-03-20,0,1059,5405,0,0,0,0,0,2497,0,0,0,0,0,0,0,2849,0,0,2193,0,0,0,0,5665,0,0,0,0,0
2006-03-21,0,1887,2343,0,0,0,0,0,979,0,0,0,0,0,0,0,2844,0,0,814,0,0,0,0,4864,0,0,0,0,0
2006-03-22,0,1761,2789,0,0,0,0,0,1280,0,0,0,0,0,0,0,1613,0,0,2832,0,0,0,0,4726,0,0,0,0,0
2006-03-27,0,1692,1514,0,0,0,0,0,6894,0,0,0,0,0,0,0,3468,0,0,2560,0,0,0,0,2739,0,0,0,0,0
2006-03-28,0,983,2614,0,0,0,0,0,4378,0,0,0,0,0,0,0,830,0,0,2402,0,0,0,0,3453,0,0,0,0,0
2006-03-29,0,1198,3070,0,0,0,0,0,6814,0,0,0,0,0,0,0,1121,0,0,1189,0,0,0,0,11680,0,0,0,0,0
2006-04-17,0,4221,2609,0,0,0,0,0,6329,0,0,0,0,0,0,0,1580,0,0,790,0,0,0,0,1175,0,0,0,0,0
2006-04-18,0,3062,4088,0,0,0,0,0,4933,0,0,0,0,0,0,0,1268,0,0,2079,0,0,0,0,5784,0,0,0,0,0
2006-04-19,0,3630,471,0,0,0,0,0,2990,0,0,0,0,0,0,0,2355,0,0,2535,0,0,0,0,6869,0,0,0,0,0
2006-04-24,0,948,1914,0,0,0,0,0,3180,0,0,0,0,0,0,0,2283,0,0,7442,0,0,0,0,5418,0,0,0,0,0
2006-04-25,0,537,5011,0,0,0,0,0,3499,0,0,0,0,0,0,0,1542,0,0,2972,0,0,0,0,5741,0,0,0,0,0
2006-04-26,0,497,4440,0,0,0,0,0,5636,0,0,0,0,0,0,0,2037,0,0,1778,0,0,0,0,2219,0,0,0,0,0
2006-11-01,0,1497,2708,0,0,0,0,0,822,0,0,0,0,0,0,0,1216,0,0,1554,0,0,0,0,360,0,0,0,0,0
2006-11-06,0,3296,1963,0,0,0,0,0,3783,0,0,0,0,0,0,0,1472,0,0,1655,0,0,0,0,5574,0,0,0,0,0
2006-11-07,0,546,4822,0,0,0,0,0,7203,0,0,0,0,0,0,0,3810,0,0,963,0,0,0,0,4571,0,0,0,0,0
2006-11-08,0,2204,315,0,0,0,0,0,1684,0,0,0,0,0,0,0,1891,0,0,634,0,0,0,0,5410,0,0,0,0,0
2006-11-27,0,1814,1386,0,0,0,0,0,3314,0,0,0,0,0,0,0,2925,0,0,5656,0,0,0,0,3298,0,0,0,0,0
2006-11-28,0,993,1668,0,0,0,0,0,2064,0,0,0,0,0,0,0,4184,0,0,1331,0,0,0,0,5076,0,0,0,0,0
2006-11-29,0,1540,4930,0,0,0,0,0,1868,0,0,0,0,0,0,0,2688,0,0,3154,0,0,0,0,3758,0,0,0,0,0
2006-12-04,0,4531,5092,0,0,0,0,0,2155,0,0,0,0,0,0,0,539,0,0,3313,0,0,0,0,4943,0,0,0,0,0
2006-12-05,0,610,7499,0,0,0,0,0,1108,0,0,0,0,0,0,0,1497,0,0,1047,0,0,0,0,3792,0,0,0,0,0
2007-01-08,0,3343,3788,0,0,0,0,0,3947,0,0,0,0,0,0,0,1349,0,0,1297,0,0,0,0,5156,0,0,0,0,0
2007-01-09,0,1200,3864,0,0,0,0,0,7041,0,0,0,0,0,0,0,734,0,0,4188,0,0,0,0,3996,0,0,0,0,0
2007-01-10,0,259,4506,0,0,0,0,0,2220,0,0,0,0,0,0,0,1247,0,0,2260,0,0,0,0,5621,0,0,0,0,0
2007-01-16,0,3185,36,0,0,0,0,0,2912,0,0,0,0,0,0,0,2268,0,0,1742,0,0,0,0,5733,0,0,0,0,0
2007-01-17,0,1260,5493,0,0,0,0,0,6171,0,0,0,0,0,0,0,2256,0,0,2451,0,0,0,0,7172,0,0,0,0,0
2007-02-20,0,1313,4689,0,0,0,0,0,2195,0,0,0,0,0,0,0,2454,0,0,1874,0,0,0,0,8129,0,0,0,0,0
2007-02-21,0,2351,1885,0,0,0,0,0,3404,0,0,0,0,0,0,0,2450,0,0,2255,0,0,0,0,5212,0,0,0,0,0
2007-02-26,0,3145,4530,0,0,0,0,0,2490,0,0,0,0,0,0,0,3183,0,0,2103,0,0,0,0,5989,0,0,0,0,0
2007-02-27,0,510,4358,0,0,0,0,0,4584,0,0,0,0,0,0,0,516,0,0,1734,0,0,0,0,4660,0,0,0,0,0
2007-02-28,0,1466,8800,0,0,0,0,0,970,0,0,0,0,0,0,0,192,0,0,3175,0,0,0,0,5837,0,0,0,0,0
2007-03-19,0,4680,5944,0,0,0,0,0,2060,0,0,0,0,0,0,0,939,0,0,3691,0,0,0,0,4977,0,0,0,0,0
2007-03-20,0,1311,3210,0,0,0,0,0,2168,0,0,0,0,0,0,0,2369,0,0,2387,0,0,0,0,6137,0,0,0,0,0
2007-03-21,0,3620,7261,0,0,0,0,0,1330,0,0,0,0,0,0,0,3277,0,0,1512,0,0,0,0,5232,0,0,0,0,0
2007-03-26,0,1012,5616,0,0,0,0,0,1291,0,0,0,0,0,0,0,2499,0,0,2954,0,0,0,0,4615,0,0,0,0,0
2007-03-27,0,0,4300,0,0,0,0,0,639,0,0,0,0,0,0,0,2393,0,0,1412,0,0,0,0,6977,0,0,0,0,0
2007-03-28,0,2686,3406,0,0,0,0,0,2429,0,0,0,0,0,0,0,1796,0,0,3595,0,0,0,0,4523,0,0,0,0,0
2007-04-16,0,1131,2120,0,0,0,0,0,1695,0,0,0,0,0,0,0,1040,0,0,3384,0,0,0,0,4707,0,0,0,0,0
2007-04-17,0,3549,3308,0,0,0,0,0,3255,0,0,0,0,0,0,0,3843,0,0,3592,0,0,0,0,2981,0,0,0,0,0
2007-04-18,0,2973,2314,0,0,0,0,0,4018,0,0,0,0,0,0,0,1792,0,0,2238,0,0,0,0,2929,0,0,0,0,0
2007-04-23,0,323,2895,0,0,0,0,0,3576,0,0,0,0,0,0,0,332,0,0,3292,0,0,0,0,4843,0,0,0,0,0
2007-04-24,0,2694,6662,0,0,0,0,0,1820,0,0,0,0,0,0,0,751,0,0,2076,0,0,0,0,4358,0,0,0,0,0
2007-04-25,0,473,3832,0,0,0,0,0,1677,0,0,0,0,0,0,0,1048,0,0,3972,0,0,0,0,2984,0,0,0,0,0
2007-11-05,0,2623,145,0,0,0,0,0,3646,0,0,0,0,0,0,0,1355,0,0,950,0,0,0,0,4707,0,0,0,0,0
2007-11-06,0,97,11,0,0,0,0,0,1051,0,0,0,0,0,0,0,194,0,0,234,0,0,0,0,8,0,0,0,0,0
2007-11-07,0,3701,4016,0,0,0,0,0,5499,0,0,0,0,0,0,0,1400,0,0,3816,0,0,0,0,5384,0,0,0,0,0
2007-11-26,0,0,5359,0,0,0,0,0,5878,0,0,0,0,0,0,0,397,0,0,4213,0,0,0,0,2157,0,0,0,0,0
2007-11-27,0,2436,4454,0,0,0,0,0,4963,0,0,0,0,0,0,0,1602,0,0,2521,0,0,0,0,4417,0,0,0,0,0
2007-11-28,0,2004,4201,0,0,0,0,0,3987,0,0,0,0,0,0,0,2333,0,0,2862,0,0,0,0,2502,0,0,0,0,0
2007-12-03,0,2476,4514,0,0,0,0,0,3624,0,0,0,0,0,0,0,406,0,0,3349,0,0,0,0,5456,0,0,0,0,0
2007-12-04,0,440,3094,0,0,0,0,0,2471,0,0,0,0,0,0,0,880,0,0,1672,0,0,0,0,5835,0,0,0,0,0
2007-12-05,0,1714,3382,0,0,0,0,0,6022,0,0,0,0,0,0,0,3400,0,0,2728,0,0,0,0,5980,0,0,0,0,0
2008-01-07,0,1562,3428,0,0,0,0,0,4025,0,0,0,0,0,0,0,243,0,0,3037,0,0,0,0,4197,0,0,0,0,0
2008-01-08,0,2561,2738,0,0,0,0,0,2414,0,0,0,0,0,0,0,1086,0,0,2278,0,0,0,0,4353,0,0,0,0,0
2008-01-09,0,1204,1006,0,0,0,0,0,2207,0,0,0,0,0,0,0,2603,0,0,2377,0,0,0,0,7286,0,0,0,0,0
2008-01-14,0,1579,4707,0,0,0,0,0,2431,0,0,0,0,0,0,0,1428,0,0,2023,0,0,0,0,3986,0,0,0,0,0
2008-01-15,0,1282,2753,0,0,0,0,0,2713,0,0,0,0,0,0,0,1276,0,0,909,0,0,0,0,2445,0,0,0,0,0
2008-01-16,0,309,1932,0,0,0,0,0,3279,0,0,0,0,0,0,0,2883,0,0,723,0,0,0,0,5508,0,0,0,0,0
2008-02-19,0,885,4171,0,0,0,0,0,11133,0,0,0,0,0,0,0,1622,0,0,3002,0,0,0,0,4047,0,0,0,0,0
2008-02-20,0,4960,5056,0,0,0,0,0,259,0,0,0,0,0,0,0,881,0,0,2557,0,0,0,0,4401,0,0,0,0,0
2008-02-25,0,1629,4245,0,0,0,0,0,1270,0,0,0,0,0,0,0,3462,0,0,4777,0,0,0,0,3716,0,0,0,0,0
2008-02-26,0,1598,4777,0,0,0,0,0,3314,0,0,0,0,0,0,0,307,0,0,2971,0,0,0,0,3942,0,0,0,0,0
2008-02-27,0,4476,2763,0,0,0,0,0,3431,0,0,0,0,0,0,0,1434,0,0,5942,0,0,0,0,6527,0,0,0,0,0
2008-03-17,0,2844,3931,0,0,0,0,0,3996,0,0,0,0,0,0,0,2056,0,0,2698,0,0,0,0,5975,0,0,0,0,0
2008-03-18,0,5558,5729,0,0,0,0,0,3980,0,0,0,0,0,0,0,4136,0,0,3144,0,0,0,0,6275,0,0,0,0,0
2008-03-19,0,1711,1424,0,0,0,0,0,1344,0,0,0,0,0,0,0,2355,0,0,2399,0,0,0,0,2442,0,0,0,0,0
2008-03-24,0,1660,2728,0,0,0,0,0,60,0,0,0,0,0,0,0,144,0,0,3303,0,0,0,0,5312,0,0,0,0,0
2008-03-25,0,2047,2509,0,0,0,0,0,2172,0,0,0,0,0,0,0,56,0,0,597,0,0,0,0,2855,0,0,0,0,0
2008-03-26,0,4007,6451,0,0,0,0,0,2703,0,0,0,0,0,0,0,1134,0,0,3223,0,0,0,0,2375,0,0,0,0,0
